Entité;Catégorie
Digital WG;GROUPE_TRAVAIL
Ecole du Louvre students;GROUPE_TRAVAIL
EMOBI working group;GROUPE_TRAVAIL
Emobi’s workshop students;GROUPE_TRAVAIL
ensemble musicians;GROUPE_TRAVAIL
fire brigade;GROUPE_TRAVAIL
fire engineers;GROUPE_TRAVAIL
firefighters;GROUPE_TRAVAIL
French Corpus Committee;GROUPE_TRAVAIL
interdisciplinarity;GROUPE_TRAVAIL
interdisciplinary collaboration;GROUPE_TRAVAIL
interdisciplinary discussions;GROUPE_TRAVAIL
LRMH team;GROUPE_TRAVAIL
members from the French Historic Monuments research unit;GROUPE_TRAVAIL
members of “digital ecosystem” working group;GROUPE_TRAVAIL
members of the Museum community;GROUPE_TRAVAIL
members of the working group;GROUPE_TRAVAIL
Metal Department;GROUPE_TRAVAIL
Metal Working Group;GROUPE_TRAVAIL
online workshops;GROUPE_TRAVAIL
project management team;GROUPE_TRAVAIL
project members;GROUPE_TRAVAIL
reconstruction team;GROUPE_TRAVAIL
research laboratories;GROUPE_TRAVAIL
research units;GROUPE_TRAVAIL
Restaurons Notre-Dame;GROUPE_TRAVAIL
Rocamat company working group;GROUPE_TRAVAIL
sample preparation laboratories;GROUPE_TRAVAIL
scientific project community;GROUPE_TRAVAIL
scientists from the LRMH;GROUPE_TRAVAIL
stained glass workshop teams;GROUPE_TRAVAIL
stakeholder groups;GROUPE_TRAVAIL
Stone WG;GROUPE_TRAVAIL
teams from the companies Pierrenoël and ADNE;GROUPE_TRAVAIL
teams of glass painters;GROUPE_TRAVAIL
thematic working groups;GROUPE_TRAVAIL
university researchers;GROUPE_TRAVAIL
volunteer team;GROUPE_TRAVAIL
WG (Stone, Metal);GROUPE_TRAVAIL
Wood & Carpentry working group;GROUPE_TRAVAIL
Wood and Carpentry working group;GROUPE_TRAVAIL
Wood and framing Working Group;GROUPE_TRAVAIL
Wood Department;GROUPE_TRAVAIL
Wood working group;GROUPE_TRAVAIL
working group Émotions/Mobilisations;GROUPE_TRAVAIL
workshop teams;GROUPE_TRAVAIL
Académie de Paris;HERITAGE_INST
ACMH;HERITAGE_INST
Andrew Tallon;HERITAGE_INST
ANR;HERITAGE_INST
Archeovision;HERITAGE_INST
Architecte en Chef des Monuments Historiques (ACMH);HERITAGE_INST
Archives nationales;HERITAGE_INST
Ariana museum;HERITAGE_INST
banks of the Seine cultural sites;HERITAGE_INST
BESTREMA;HERITAGE_INST
Bibracte-Glux en Glenne European Archaeological Center;HERITAGE_INST
C2RMF;HERITAGE_INST
C2RMF’s archaeodendrometry;HERITAGE_INST
CASA guides;HERITAGE_INST
CASA Notre-Dame guides;HERITAGE_INST
CAUE de Paris;HERITAGE_INST
CEA;HERITAGE_INST
Centre André Chastel;HERITAGE_INST
Centre André Chastel (CNRS, Sorbonne Université, MC);HERITAGE_INST
Centre Chastel;HERITAGE_INST
Centre de recherche et de restauration des musées de France;HERITAGE_INST
Centre de recherche et de restauration des musées de France (C2RMF);HERITAGE_INST
Centre de Recherche sur la Conservation;HERITAGE_INST
Centre des Hautes Études de Chaillot, France;HERITAGE_INST
Centre des Monuments nationaux;HERITAGE_INST
Cergy Paris University;HERITAGE_INST
Chantier scientifique CNRS/Ministère de la Culture/Notre-Dame;HERITAGE_INST
Chantier Scientifique Notre-Dame;HERITAGE_INST
chapter of Notre-Dame;HERITAGE_INST
choir school;HERITAGE_INST
church of Saint-Roch;HERITAGE_INST
church of the Madeleine;HERITAGE_INST
Cité de l'Architecture et du Patrimoine;HERITAGE_INST
City of Paris;HERITAGE_INST
CNRS;HERITAGE_INST
CNRS (French National Center for Scientific Research);HERITAGE_INST
CNRS / MC;HERITAGE_INST
CNRS task force;HERITAGE_INST
CNRS/MC;HERITAGE_INST
CNRS/MC Notre-Dame scientific project;HERITAGE_INST
CNRS/MC scientific project;HERITAGE_INST
CNRS/MCC scientific project;HERITAGE_INST
CNRS/Ministry of Culture Chantier Scientifique Notre Dame de Paris;HERITAGE_INST
CNRS’s building archaeologists;HERITAGE_INST
CNRS-MAP;HERITAGE_INST
consortium of research teams;HERITAGE_INST
Contracting authority (EPND);HERITAGE_INST
contributing institution;HERITAGE_INST
Corpus Vitrearum;HERITAGE_INST
CRC;HERITAGE_INST
CRC-team;HERITAGE_INST
cultural institutions;HERITAGE_INST
Department of Architecture;HERITAGE_INST
diocesan associations;HERITAGE_INST
Diocese of Paris;HERITAGE_INST
Direction générale des Patrimoines;HERITAGE_INST
Direction régionale des affaires culturelles (DRAC) Île-de-France;HERITAGE_INST
DRAC Ile-de-France;HERITAGE_INST
Dubai World Expo;HERITAGE_INST
Ecole Militaire;HERITAGE_INST
EDF;HERITAGE_INST
Eiffel Tower;HERITAGE_INST
EMOBI;HERITAGE_INST
Emobi’s workshop;HERITAGE_INST
engineering office;HERITAGE_INST
EPND project management;HERITAGE_INST
EPRNDP;HERITAGE_INST
Établissement public chargé de la conservation et de la restauration de la cathédrale Notre-Dame de Paris (EPRNDP);HERITAGE_INST
Etablissement Public de Notre-Dame;HERITAGE_INST
ETIS;HERITAGE_INST
foundations;HERITAGE_INST
Franconville cultural space;HERITAGE_INST
French Corpus Committee;HERITAGE_INST
French Corpus Vitrearum;HERITAGE_INST
French forest inventory;HERITAGE_INST
French Heritage Code;HERITAGE_INST
French institutions;HERITAGE_INST
French Laboratory for Research of Historical Monuments (LRMH);HERITAGE_INST
French Ministry of Culture;HERITAGE_INST
French National Agency for Research (ANR);HERITAGE_INST
French National Archives;HERITAGE_INST
French National Research Agency (ANR);HERITAGE_INST
French public health organizations;HERITAGE_INST
Friends of Notre-Dame;HERITAGE_INST
Grand and Petit Palais;HERITAGE_INST
Highest French authority;HERITAGE_INST
HisCAnt-MA/UR1132/Université de Lorraine;HERITAGE_INST
HM Government;HERITAGE_INST
Huma-Num;HERITAGE_INST
IGN;HERITAGE_INST
IMPMC;HERITAGE_INST
Institut de minéralogie, de physique des matériaux et de cosmochimie (Sorbonne Université/CNRS/MNHN/IRD);HERITAGE_INST
Institut national du Patrimoine;HERITAGE_INST
Institute of Materials Science;HERITAGE_INST
institutions;HERITAGE_INST
institutions in charge of the redevelopment of Notre-Dame;HERITAGE_INST
international Corpus;HERITAGE_INST
international Corpus Vitrearum;HERITAGE_INST
International Council on Monuments and Sites (ICOMOS - Venice Charter);HERITAGE_INST
International Council on Monuments and Sites (ICOMOS);HERITAGE_INST
IRAMAT-Centre Ernest-Babelon laboratory;HERITAGE_INST
Journal Officiel de la République Française;HERITAGE_INST
JPI CH;HERITAGE_INST
La Maîtrise;HERITAGE_INST
Laboratoire central de la prefecture de police (LCPP);HERITAGE_INST
Laboratoire central de la prefecture de police (LCPP) restoration institutes LRMH’s scientific Stone Department;HERITAGE_INST
Laboratoire de Recherche des Monuments Historiques;HERITAGE_INST
Laboratoire de Recherche des Monuments Historiques (LRMH);HERITAGE_INST
Laboratoire de Recherche des Monuments Historiques;HERITAGE_INST
Laboratoire de recherche Géomatériaux et Environnement de l’Université Paris-Est Marne la Vallée;HERITAGE_INST
Laboratoire Interuniversitaire des Systèmes Atmosphériques de l’Université Paris-Est Créteil;HERITAGE_INST
Laboratoire Modèles et simulations pour l’architecture et le patrimoine (MAP);HERITAGE_INST
LASTIG;HERITAGE_INST
Liège Villa Consulaire;HERITAGE_INST
LISA;HERITAGE_INST
Los Angeles Getty Center;HERITAGE_INST
Louvre;HERITAGE_INST
Louvre Palace;HERITAGE_INST
LRMH;HERITAGE_INST
LRMH laboratory;HERITAGE_INST
LRMH’s Metal Department;HERITAGE_INST
LSCE Laboratory;HERITAGE_INST
MAP;HERITAGE_INST
MASA;HERITAGE_INST
Mayer van den Bergh Museum;HERITAGE_INST
Médiathèque de l’Architecture et du Patrimoine;HERITAGE_INST
Ministère de la Culture;HERITAGE_INST
Ministry of Culture;HERITAGE_INST
Ministry of Culture's state service;HERITAGE_INST
MIS;HERITAGE_INST
Mobilier national;HERITAGE_INST
MOM;HERITAGE_INST
Monuments Historiques;HERITAGE_INST
MSH VdL;HERITAGE_INST
Musée du Louvre;HERITAGE_INST
museums;HERITAGE_INST
museums of the City of Paris;HERITAGE_INST
National architecture and heritage commission;HERITAGE_INST
National architecture and heritage commission   ;HERITAGE_INST
National Assembly;HERITAGE_INST
national French forest inventory (IFN);HERITAGE_INST
National Museum;HERITAGE_INST
National Museum of Brazil;HERITAGE_INST
Navier;HERITAGE_INST
n-dame scientific project;HERITAGE_INST
NDP architects;HERITAGE_INST
NEW AGLAE;HERITAGE_INST
NIST;HERITAGE_INST
Notre Dame initiative;HERITAGE_INST
Notre Dame Restoration Project;HERITAGE_INST
Notre-Dame;HERITAGE_INST
Notre-Dame de Paris;HERITAGE_INST
Notre-Dame Scientific Workshop;HERITAGE_INST
Palais de Chaillot;HERITAGE_INST
Palais du Louvre LRMH;HERITAGE_INST
Passion Médiévistes;HERITAGE_INST
Passion Notre-Dame;HERITAGE_INST
PHE ND project  CNRS;HERITAGE_INST
PHE project;HERITAGE_INST
Place de la Concorde;HERITAGE_INST
Place Saint Germain l'Auxerrois;HERITAGE_INST
Pôle étude du département de la politique des publics;HERITAGE_INST
Project Management (MOE);HERITAGE_INST
Public Establishment in charge of the conservation and restoration of Notre-Dame de Paris cathedral;HERITAGE_INST
public institution in charge of cathedral’s conservation and restoration;HERITAGE_INST
public institution in charge of the restoration;HERITAGE_INST
Regional Service of Archaeology (SRA);HERITAGE_INST
religious institutions;HERITAGE_INST
Research Laboratory of Historic Monuments (LRMH);HERITAGE_INST
Restaurons Notre-Dame;HERITAGE_INST
RNDP;HERITAGE_INST
Rocamat company;HERITAGE_INST
Saint-Etienne municipal media library;HERITAGE_INST
School of Engineering;HERITAGE_INST
scientific consortium;HERITAGE_INST
Service regional de l’archéologie (SRA);HERITAGE_INST
Service regional de l’archéologie of the DRAC Île-de-France;HERITAGE_INST
Service Régional de l'Archéologie (Ministry of Culture);HERITAGE_INST
Sotheby’s;HERITAGE_INST
SRA;HERITAGE_INST
Structure working group (WG);HERITAGE_INST
STUDIO COMES engineering;HERITAGE_INST
Synchrotron SOLEIL;HERITAGE_INST
temporary museum dedicated place Notre-Dame de Paris;HERITAGE_INST
Trocadero gardens;HERITAGE_INST
Tuileries Gardens;HERITAGE_INST
UMR-MAP;HERITAGE_INST
UNESCO;HERITAGE_INST
UNESCO element;HERITAGE_INST
Universal Exhibition;HERITAGE_INST
Universal Exposition;HERITAGE_INST
Université Clermont Auvergne;HERITAGE_INST
Université Paris 8;HERITAGE_INST
Université Rennes 2;HERITAGE_INST
Universities;HERITAGE_INST
University Clermont-Auvergne;HERITAGE_INST
Vassar College;HERITAGE_INST
Venice Charter;HERITAGE_INST
Visual Computing Lab (ISTI - CNR);HERITAGE_INST
Vitrail France;HERITAGE_INST
Voix Publics;HERITAGE_INST
world heritage;HERITAGE_INST
world's cultural heritage;HERITAGE_INST
1150;HISTORICAL_PERIOD
1151;HISTORICAL_PERIOD
1153;HISTORICAL_PERIOD
1170;HISTORICAL_PERIOD
1180;HISTORICAL_PERIOD
1185;HISTORICAL_PERIOD
1214;HISTORICAL_PERIOD
1215;HISTORICAL_PERIOD
1220;HISTORICAL_PERIOD
1226;HISTORICAL_PERIOD
1230;HISTORICAL_PERIOD
1257;HISTORICAL_PERIOD
1258;HISTORICAL_PERIOD
1290;HISTORICAL_PERIOD
1300;HISTORICAL_PERIOD
1630;HISTORICAL_PERIOD
1669;HISTORICAL_PERIOD
1726;HISTORICAL_PERIOD
1728;HISTORICAL_PERIOD
1730;HISTORICAL_PERIOD
1773;HISTORICAL_PERIOD
1854;HISTORICAL_PERIOD
1855;HISTORICAL_PERIOD
1857;HISTORICAL_PERIOD
1858;HISTORICAL_PERIOD
1859;HISTORICAL_PERIOD
1860;HISTORICAL_PERIOD
1861;HISTORICAL_PERIOD
1862;HISTORICAL_PERIOD
1863;HISTORICAL_PERIOD
1864;HISTORICAL_PERIOD
1905;HISTORICAL_PERIOD
1915;HISTORICAL_PERIOD
1935;HISTORICAL_PERIOD
1937;HISTORICAL_PERIOD
1938;HISTORICAL_PERIOD
1939;HISTORICAL_PERIOD
1952;HISTORICAL_PERIOD
1956;HISTORICAL_PERIOD
1959;HISTORICAL_PERIOD
1965;HISTORICAL_PERIOD
1978;HISTORICAL_PERIOD
1981;HISTORICAL_PERIOD
1991;HISTORICAL_PERIOD
1994;HISTORICAL_PERIOD
1996;HISTORICAL_PERIOD
1999;HISTORICAL_PERIOD
2004;HISTORICAL_PERIOD
2010;HISTORICAL_PERIOD
2012;HISTORICAL_PERIOD
2013;HISTORICAL_PERIOD
2014;HISTORICAL_PERIOD
2015;HISTORICAL_PERIOD
2018;HISTORICAL_PERIOD
2019;HISTORICAL_PERIOD
2020;HISTORICAL_PERIOD
2021;HISTORICAL_PERIOD
2022;HISTORICAL_PERIOD
2023;HISTORICAL_PERIOD
2024;HISTORICAL_PERIOD
1163 and 1182;HISTORICAL_PERIOD
1175-1200;HISTORICAL_PERIOD
1180s;HISTORICAL_PERIOD
11th;HISTORICAL_PERIOD
11th century;HISTORICAL_PERIOD
11th-13th centuries;HISTORICAL_PERIOD
1200-1230;HISTORICAL_PERIOD
1200s;HISTORICAL_PERIOD
1220's;HISTORICAL_PERIOD
1260s;HISTORICAL_PERIOD
12th centuries;HISTORICAL_PERIOD
12th century;HISTORICAL_PERIOD
12th to the 18th century;HISTORICAL_PERIOD
12th to the 20th Century;HISTORICAL_PERIOD
12th                    ;HISTORICAL_PERIOD
13th centuries;HISTORICAL_PERIOD
13th century;HISTORICAL_PERIOD
14th century;HISTORICAL_PERIOD
15 april 2019;HISTORICAL_PERIOD
15th April 2019;HISTORICAL_PERIOD
15th century;HISTORICAL_PERIOD
15th of April 2019;HISTORICAL_PERIOD
15th-century;HISTORICAL_PERIOD
160 years;HISTORICAL_PERIOD
16th century;HISTORICAL_PERIOD
17th century;HISTORICAL_PERIOD
18 July 2020;HISTORICAL_PERIOD
1814-1879;HISTORICAL_PERIOD
1817-1819;HISTORICAL_PERIOD
1857-1863;HISTORICAL_PERIOD
18th century;HISTORICAL_PERIOD
1940;HISTORICAL_PERIOD
1980’s;HISTORICAL_PERIOD
1980s;HISTORICAL_PERIOD
1990s;HISTORICAL_PERIOD
19th century;HISTORICAL_PERIOD
19th century;HISTORICAL_PERIOD
19th century glass;HISTORICAL_PERIOD
19th-century practices;HISTORICAL_PERIOD
200 years old;HISTORICAL_PERIOD
2000s;HISTORICAL_PERIOD
2010-2012;HISTORICAL_PERIOD
2021;HISTORICAL_PERIOD
20th century;HISTORICAL_PERIOD
21st century;HISTORICAL_PERIOD
chronological building sequences;HISTORICAL_PERIOD
chronology;HISTORICAL_PERIOD
construction dates;HISTORICAL_PERIOD
contemporary period;HISTORICAL_PERIOD
date engraved in the stone;HISTORICAL_PERIOD
date of construction;HISTORICAL_PERIOD
dates;HISTORICAL_PERIOD
dating;HISTORICAL_PERIOD
dating of iron armatures;HISTORICAL_PERIOD
dating of iron artifacts;HISTORICAL_PERIOD
Early 14th centuries;HISTORICAL_PERIOD
Early 19th century;HISTORICAL_PERIOD
economic history;HISTORICAL_PERIOD
felling around 1290;HISTORICAL_PERIOD
first quarter of the 13th century;HISTORICAL_PERIOD
first two decades of the 13th century;HISTORICAL_PERIOD
French Revolution in 1791;HISTORICAL_PERIOD
Gothic architecture;HISTORICAL_PERIOD
Gothic period;HISTORICAL_PERIOD
High Gothic art;HISTORICAL_PERIOD
High Middle Ages;HISTORICAL_PERIOD
historical anthropology;HISTORICAL_PERIOD
historical reappraisal;HISTORICAL_PERIOD
historical time periods;HISTORICAL_PERIOD
historical times;HISTORICAL_PERIOD
historical trajectories of lead;HISTORICAL_PERIOD
history;HISTORICAL_PERIOD
history of lead in construction;HISTORICAL_PERIOD
history of Notre Dame;HISTORICAL_PERIOD
History of the cathedral building;HISTORICAL_PERIOD
key moments;HISTORICAL_PERIOD
knowledge of pre-12th century states;HISTORICAL_PERIOD
Last millennium;HISTORICAL_PERIOD
late 17th century;HISTORICAL_PERIOD
Late 18th century;HISTORICAL_PERIOD
Late Middle Ages;HISTORICAL_PERIOD
medieval;HISTORICAL_PERIOD
Medieval and early modern periods;HISTORICAL_PERIOD
medieval construction;HISTORICAL_PERIOD
medieval framing spans;HISTORICAL_PERIOD
medieval models;HISTORICAL_PERIOD
medieval period;HISTORICAL_PERIOD
medieval structure;HISTORICAL_PERIOD
Medieval Warm Period (MWP);HISTORICAL_PERIOD
medieval wooden;HISTORICAL_PERIOD
mid-13th century;HISTORICAL_PERIOD
Middle Ages;HISTORICAL_PERIOD
middle of the 12th century;HISTORICAL_PERIOD
Middle-Age;HISTORICAL_PERIOD
millennium;HISTORICAL_PERIOD
modern period;HISTORICAL_PERIOD
Nineteenth century;HISTORICAL_PERIOD
origin and course of the MWP;HISTORICAL_PERIOD
past climate;HISTORICAL_PERIOD
past solar activity;HISTORICAL_PERIOD
pre-12th century states;HISTORICAL_PERIOD
regional climate trend reconstruction;HISTORICAL_PERIOD
second half of the 20th century;HISTORICAL_PERIOD
Second part of 20th century;HISTORICAL_PERIOD
Second Vatican Council;HISTORICAL_PERIOD
segmentation;HISTORICAL_PERIOD
silvicultural history;HISTORICAL_PERIOD
thirteenth-century;HISTORICAL_PERIOD
Universal Exposition;HISTORICAL_PERIOD
Upper Lutetian;HISTORICAL_PERIOD
warm period in a pre-industrial context;HISTORICAL_PERIOD
WW2;HISTORICAL_PERIOD
accidents;MAT_STATE
acid rain;MAT_STATE
agglomerated;MAT_STATE
aging of timber;MAT_STATE
air pollution;MAT_STATE
alterations;MAT_STATE
architectural changes;MAT_STATE
architectural debris;MAT_STATE
atmospheric particle deposits;MAT_STATE
blaze;MAT_STATE
blistering;MAT_STATE
bombing;MAT_STATE
Burned frame;MAT_STATE
burned wooden pieces;MAT_STATE
Burnt remnants;MAT_STATE
burnt timber;MAT_STATE
burnt wood;MAT_STATE
burnt woods samples;MAT_STATE
carbonation;MAT_STATE
carbonization;MAT_STATE
catastrophe;MAT_STATE
cathedral roof fire;MAT_STATE
cellulose preservation during fire;MAT_STATE
changes in lead-based elements in 1938;MAT_STATE
Changes in mechanical properties from green to dry wood;MAT_STATE
charred;MAT_STATE
charred oak trusses;MAT_STATE
charred pieces;MAT_STATE
charred remains;MAT_STATE
charred wood pieces;MAT_STATE
charred wood;MAT_STATE
clock and bell fragments;MAT_STATE
closure;MAT_STATE
cohesion;MAT_STATE
Collapse;MAT_STATE
collapsed arch;MAT_STATE
collapsed arch in the nave;MAT_STATE
collapsed roof;MAT_STATE
collapsed structural elements;MAT_STATE
collapsed transverse;MAT_STATE
collapsed vaults;MAT_STATE
collapsed wooden framework;MAT_STATE
colorimetric properties;MAT_STATE
colour changes;MAT_STATE
compression dilatancy;MAT_STATE
condensation;MAT_STATE
contaminated archaeological collection;MAT_STATE
Corrosion;MAT_STATE
corrosion products interference;MAT_STATE
covered with patina;MAT_STATE
cracking;MAT_STATE
cracking pattern frictional;MAT_STATE
cracks;MAT_STATE
Creep;MAT_STATE
damage;MAT_STATE
damage due to natural disasters;MAT_STATE
debris;MAT_STATE
decarbonation;MAT_STATE
decarbonation of calcite;MAT_STATE
decarbonation of samples;MAT_STATE
decomposition of portlandite;MAT_STATE
decreased significantly;MAT_STATE
Deformation;MAT_STATE
deformations;MAT_STATE
deformations confirmation;MAT_STATE
degradation events;MAT_STATE
degradation of vaults;MAT_STATE
degradation;MAT_STATE
degraded areas;MAT_STATE
dehydration;MAT_STATE
delamination;MAT_STATE
demolished;MAT_STATE
destruction;MAT_STATE
destruction of the jubé;MAT_STATE
detachment;MAT_STATE
detection of micro-cracks;MAT_STATE
deterioration;MAT_STATE
deterioration of the glass;MAT_STATE
deterioration of the mechanical properties;MAT_STATE
devastated heritage;MAT_STATE
devastating fire;MAT_STATE
different states of existence;MAT_STATE
digitized;MAT_STATE
disappearance;MAT_STATE
disappearance of the rood screen;MAT_STATE
disappeared frameworks;MAT_STATE
disaster;MAT_STATE
Disorders;MAT_STATE
dry dust;MAT_STATE
drying;MAT_STATE
drying in-situ;MAT_STATE
Durability of oak provenance;MAT_STATE
dust particles;MAT_STATE
dusts;MAT_STATE
effect of temperature on colorimetric properties;MAT_STATE
effects of water on stone structures;MAT_STATE
endothermic reactions;MAT_STATE
engraved;MAT_STATE
enrichment;MAT_STATE
environmental contamination;MAT_STATE
evolution of the conservation state of the lead roof;MAT_STATE
evolutions of equilibrium displacement and horizontal load-bearing;MAT_STATE
exothermic reactions;MAT_STATE
explosion of glass;MAT_STATE
exposure to rain;MAT_STATE
fall of flaming elements;MAT_STATE
fall of the voussoir;MAT_STATE
fallen;MAT_STATE
fine atmospheric particles;MAT_STATE
finished faces;MAT_STATE
fire;MAT_STATE
fire damage;MAT_STATE
fire triggering;MAT_STATE
fired stone;MAT_STATE
flaming;MAT_STATE
flooding disaster;MAT_STATE
formation;MAT_STATE
fractures;MAT_STATE
fragility;MAT_STATE
fragilization;MAT_STATE
Fungal attack;MAT_STATE
Fungi;MAT_STATE
gaping hole;MAT_STATE
geometrical distortions;MAT_STATE
Green wood;MAT_STATE
health crisis;MAT_STATE
heat deterioration;MAT_STATE
heat release;MAT_STATE
heritage science;MAT_STATE
hydric deformation;MAT_STATE
hygro-mechanical couplings;MAT_STATE
impact;MAT_STATE
Impact of material selection on structural integrity;MAT_STATE
impacts;MAT_STATE
impoverishment;MAT_STATE
Inclusions;MAT_STATE
indoor dust;MAT_STATE
indoor dusts;MAT_STATE
induced cracking;MAT_STATE
insect galleries;MAT_STATE
Insect resistance;MAT_STATE
insects;MAT_STATE
instability;MAT_STATE
Integrity of branch connexions;MAT_STATE
Internal rot zones;MAT_STATE
irreversible degradation degradation;MAT_STATE
Knots;MAT_STATE
large geometric changes;MAT_STATE
lead ash;MAT_STATE
lead contamination;MAT_STATE
lead oxidation;MAT_STATE
lead pollution;MAT_STATE
lead roof destruction;MAT_STATE
lead salvaged;MAT_STATE
lead spatters;MAT_STATE
lead-polluted environment;MAT_STATE
lead-polluted environment;MAT_STATE
load-bearing capacity of vaults after fire;MAT_STATE
Longitudinal cracks;MAT_STATE
longitudinal shrinkage;MAT_STATE
Long-term moisture differences;MAT_STATE
loss;MAT_STATE
mass loss;MAT_STATE
material properties;MAT_STATE
material remains of the fire;MAT_STATE
Mechanical anisotropy;MAT_STATE
Mechanical behavior of oak assembly during and after shrinkage;MAT_STATE
mechanical behaviour of the vaults;MAT_STATE
mechanical grading;MAT_STATE
mechanical properties;MAT_STATE
Mechanical resistance;MAT_STATE
melting;MAT_STATE
metal pollution;MAT_STATE
micro-cracking;MAT_STATE
micro-cracks;MAT_STATE
micro-organisms;MAT_STATE
microstructure changes;MAT_STATE
modification of the overall;MAT_STATE
modification of the overall equilibrium condition;MAT_STATE
Moisture;MAT_STATE
molten lead plates;MAT_STATE
molten lead;MAT_STATE
natural disaster;MAT_STATE
natural disasters;MAT_STATE
Notre-Dame dust;MAT_STATE
Oak beams deflection;MAT_STATE
observed degradations;MAT_STATE
Occurrence of big defects;MAT_STATE
open-floor areas;MAT_STATE
orthotropic damage;MAT_STATE
outdoor dust;MAT_STATE
oxidation;MAT_STATE
paint alteration;MAT_STATE
Paris cathedral fire;MAT_STATE
partially collapsed vault;MAT_STATE
Partially destroyed by fire;MAT_STATE
particles;MAT_STATE
pesticides;MAT_STATE
phenomena of alteration;MAT_STATE
physiochemical transformations;MAT_STATE
pieces;MAT_STATE
pollution;MAT_STATE
pollution of the water used to put out the fire;MAT_STATE
pollution source;MAT_STATE
post-fire stability of the vaults;MAT_STATE
progressive damage;MAT_STATE
putty residues;MAT_STATE
quartz crystals;MAT_STATE
quasi-static stability of Gothic cross-ribbed vaults;MAT_STATE
Radial cracks;MAT_STATE
Radial shrinkage;MAT_STATE
radiation;MAT_STATE
radioactive decay;MAT_STATE
ravaged;MAT_STATE
recent damage;MAT_STATE
recycled into new lead sheets;MAT_STATE
refurbished;MAT_STATE
remaining pieces of the roof and spire;MAT_STATE
remains;MAT_STATE
repainted;MAT_STATE
residual mechanical characteristics;MAT_STATE
residual state of the stones;MAT_STATE
residual thermal damage;MAT_STATE
resistance;MAT_STATE
restoration phases;MAT_STATE
restored areas;MAT_STATE
Risks of lead propagation from historical monuments;MAT_STATE
roof particles;MAT_STATE
Rot;MAT_STATE
Rot occurring;MAT_STATE
Rot resistance;MAT_STATE
Rot resistance of oak beams;MAT_STATE
Rotting process;MAT_STATE
rough texture;MAT_STATE
rubble;MAT_STATE
rubble fragments;MAT_STATE
rubefaction;MAT_STATE
rubefaction of the stone;MAT_STATE
ruins;MAT_STATE
salt migration;MAT_STATE
scaffolding debris;MAT_STATE
scattering;MAT_STATE
sealed materials;MAT_STATE
shaped in the form of leaves;MAT_STATE
Shrinkage;MAT_STATE
sieving operation;MAT_STATE
significant deformations;MAT_STATE
Slag inclusions;MAT_STATE
smoke progression;MAT_STATE
soot deposition;MAT_STATE
spalling;MAT_STATE
spatiotemporal states;MAT_STATE
spire collapse;MAT_STATE
splintering;MAT_STATE
state of cellulose in high temperatures;MAT_STATE
state of glass pieces and paints;MAT_STATE
state of heritage object;MAT_STATE
Stiffness reduction;MAT_STATE
strengths and weaknesses;MAT_STATE
strewn;MAT_STATE
structural behavior;MAT_STATE
structural comportment;MAT_STATE
structural constraints;MAT_STATE
Structural damages;MAT_STATE
structural functioning;MAT_STATE
Structural performance data;MAT_STATE
structural problems;MAT_STATE
structural stability;MAT_STATE
sulfate problems;MAT_STATE
surface deposits on stained glass;MAT_STATE
Surface shrinkage;MAT_STATE
Tangential shrinkage;MAT_STATE
technical characteristics;MAT_STATE
thermal damage;MAT_STATE
thermal degradation;MAT_STATE
thermal diffusion in the stone;MAT_STATE
Thermal dilatations;MAT_STATE
thermal expansion;MAT_STATE
thermal profile;MAT_STATE
thermal shocks;MAT_STATE
thermal stress breakages;MAT_STATE
thermally and impact-induced displacements;MAT_STATE
thermomechanical damage;MAT_STATE
thermomechanical damage of samples;MAT_STATE
traces of sulphates;MAT_STATE
transformation of iron oxides;MAT_STATE
transformation of lime into portlandite;MAT_STATE
transformation of quartz;MAT_STATE
unburnt beams;MAT_STATE
urban noise pollution;MAT_STATE
urban pollution;MAT_STATE
variability;MAT_STATE
vestiges;MAT_STATE
Viscoelastic properties of wood;MAT_STATE
Volumetric shrinkage;MAT_STATE
waney edges;MAT_STATE
washing;MAT_STATE
water;MAT_STATE
water damage;MAT_STATE
weakened;MAT_STATE
weathering condition;MAT_STATE
wooden remains;MAT_STATE
wooden remains;MAT_STATE
zones of discontinuity;MAT_STATE
19th century glass;MATERIAL
Additive;MATERIAL
aggregates;MATERIAL
alluvial silicic;MATERIAL
Anisotropic;MATERIAL
anti-corrosion paint;MATERIAL
binder;MATERIAL
bioclasts;MATERIAL
Bio-polymers;MATERIAL
Blast furnace iron;MATERIAL
blocks of stones;MATERIAL
Bloomery iron;MATERIAL
brick;MATERIAL
building materials lead;MATERIAL
Calcareous sand;MATERIAL
carbonate bearing rocks;MATERIAL
Cast iron;MATERIAL
cast lead;MATERIAL
Cathedral stones;MATERIAL
Cellular material;MATERIAL
charcoal;MATERIAL
charcoals;MATERIAL
clay minerals;MATERIAL
Clear wood parts properties;MATERIAL
Clear-wood;MATERIAL
coloured adhesive tape;MATERIAL
combustible products;MATERIAL
composite material;MATERIAL
Concrete;MATERIAL
Connected branches;MATERIAL
construction irons;MATERIAL
construction lead;MATERIAL
construction leads;MATERIAL
construction materials;MATERIAL
copper;MATERIAL
Copper alloys;MATERIAL
copper foils;MATERIAL
cotton;MATERIAL
cotton swabs;MATERIAL
crane;MATERIAL
Crude trunks tree;MATERIAL
crystals;MATERIAL
different uses of lead in the cathedral;MATERIAL
