Entité;Catégorie;Entité_FR
mechanical behaviour of the vaults;MAT_STATE;comportement mécanique des voûtes
mechanical grading;MAT_STATE;classification mécanique
mechanical properties;MAT_STATE;propriétés mécaniques
Mechanical resistance;MAT_STATE;résistance mécanique
melting;MAT_STATE;fusion
metal pollution;MAT_STATE;pollution métallique
micro-cracking;MAT_STATE;micro-fissuration
micro-cracks;MAT_STATE;micro-fissures
micro-organisms;MAT_STATE;micro-organismes
microstructure changes;MAT_STATE;changements de microstructure
modification of the overall;MAT_STATE;modification globale
modification of the overall equilibrium condition;MAT_STATE;modification des conditions d'équilibre global
Moisture;MAT_STATE;humidité
molten lead plates;MAT_STATE;plaques de plomb fondu
molten lead;MAT_STATE;plomb fondu
natural disaster;MAT_STATE;catastrophe naturelle
natural disasters;MAT_STATE;catastrophes naturelles
Notre-Dame dust;MAT_STATE;poussière de Notre-Dame
Oak beams deflection;MAT_STATE;déflexion des poutres en chêne
observed degradations;MAT_STATE;détériorations observées
Occurrence of big defects;MAT_STATE;apparition de grands défauts
open-floor areas;MAT_STATE;espaces à plan libre
orthotropic damage;MAT_STATE;dommages orthotropes
outdoor dust;MAT_STATE;poussières extérieures
oxidation;MAT_STATE;oxydation
paint alteration;MAT_STATE;altération des peintures
Paris cathedral fire;MAT_STATE;incendie de la cathédrale de Paris
partially collapsed vault;MAT_STATE;voûte partiellement effondrée
Partially destroyed by fire;MAT_STATE;partiellement détruit par l'incendie
particles;MAT_STATE;particules
pesticides;MAT_STATE;pesticides
phenomena of alteration;MAT_STATE;phénomènes d'altération
physiochemical transformations;MAT_STATE;transformations physicochimiques
pieces;MAT_STATE;pièces
pollution;MAT_STATE;pollution
pollution of the water used to put out the fire;MAT_STATE;pollution de l'eau utilisée pour éteindre l'incendie
pollution source;MAT_STATE;source de pollution
post-fire stability of the vaults;MAT_STATE;stabilité post-incendie des voûtes
progressive damage;MAT_STATE;dommages progressifs
putty residues;MAT_STATE;résidus de cale
quartz crystals;MAT_STATE;cristaux de quartz
quasi-static stability of Gothic cross-ribbed vaults;MAT_STATE;stabilité quasi-statique des voûtes gothiques à nervures croisées
Radial cracks;MAT_STATE;fissures radiales
Radial shrinkage;MAT_STATE;rétraction radiale
radiation;MAT_STATE;rayonnement
radioactive decay;MAT_STATE;désintégration radioactive
ravaged;MAT_STATE;dévasté
recent damage;MAT_STATE;dommages récents
recycled into new lead sheets;MAT_STATE;recyclés en nouvelles feuilles d'étain
refurbished;MAT_STATE;rénové
remaining pieces of the roof and spire;MAT_STATE;pièces restantes du toit et de la flèche
remains;MAT_STATE;restes
repainted;MAT_STATE;repeint
residual mechanical characteristics;MAT_STATE;caractéristiques mécaniques résiduelles
residual state of the stones;MAT_STATE;état résiduel des pierres
residual thermal damage;MAT_STATE;dommages thermiques résiduels
resistance;MAT_STATE;résistance
restoration phases;MAT_STATE;phases de restauration
restored areas;MAT_STATE;zones restaurées
Risks of lead propagation from historical monuments;MAT_STATE;risques de propagation du plomb des monuments historiques
roof particles;MAT_STATE;particules de toiture
Rot;MAT_STATE;pourriture
Rot occurring;MAT_STATE;pourriture en cours
Rot resistance;MAT_STATE;résistance à la pourriture
Rot resistance of oak beams;MAT_STATE;résistance à la pourriture des poutres en chêne
Rotting process;MAT_STATE;processus de pourriture
rough texture;MAT_STATE;texture rugueuse
rubble;MAT_STATE;débris
rubble fragments;MAT_STATE;fragments de débris
rubefaction;MAT_STATE;roussissement
rubefaction of the stone;MAT_STATE;roussissement de la pierre
ruins;MAT_STATE;ruines
salt migration;MAT_STATE;migration des sels
scaffolding debris;MAT_STATE;débris d’échafaudage
scattering;MAT_STATE;dispersion
sealed materials;MAT_STATE;matériaux scellés
shaped in the form of leaves;MAT_STATE;modelé sous forme de feuilles
Shrinkage;MAT_STATE;rétraction
sieving operation;MAT_STATE;opération de tamisage
significant deformations;MAT_STATE;déformations significatives
Slag inclusions;MAT_STATE;inclusions de scories
smoke progression;MAT_STATE;progression des fumées
soot deposition;MAT_STATE;dépôt de suie
spalling;MAT_STATE;effritement
spatiotemporal states;MAT_STATE;états spatio-temporels
spire collapse;MAT_STATE;effondrement de la flèche
splintering;MAT_STATE;éclatement
state of cellulose in high temperatures;MAT_STATE;état de la cellulose à haute température
state of glass pieces and paints;MAT_STATE;état des fragments de verre et des peintures
state of heritage object;MAT_STATE;état de l'objet patrimonial
Stiffness reduction;MAT_STATE;réduction de rigidité
strengths and weaknesses;MAT_STATE;forces et faiblesses
strewn;MAT_STATE;dispersé
structural behavior;MAT_STATE;comportement structurel
structural comportment;MAT_STATE;comportement structurel
structural constraints;MAT_STATE;contraintes structurelles
Structural damages;MAT_STATE;dommages structurels
structural functioning;MAT_STATE;fonctionnement structurel
Structural performance data;MAT_STATE;données de performance structurelle
structural problems;MAT_STATE;problèmes structurels
structural stability;MAT_STATE;stabilité structurelle
sulfate problems;MAT_STATE;problèmes de sulfates
surface deposits on stained glass;MAT_STATE;dépôts superficiels sur le vitrail
Surface shrinkage;MAT_STATE;rétraction superficielle
Tangential shrinkage;MAT_STATE;rétraction tangentielle
technical characteristics;MAT_STATE;caractéristiques techniques
thermal damage;MAT_STATE;dommages thermiques
thermal degradation;MAT_STATE;dégradation thermique
thermal diffusion in the stone;MAT_STATE;diffusion thermique dans la pierre
Thermal dilatations;MAT_STATE;dilatations thermiques
thermal expansion;MAT_STATE;dilatation thermique
thermal profile;MAT_STATE;profil thermique
thermal shocks;MAT_STATE;chocs thermiques
thermal stress breakages;MAT_STATE;cassures dues au stress thermique
thermally and impact-induced displacements;MAT_STATE;déplacements thermiques et induits par l'impact
thermomechanical damage;MAT_STATE;thermomechanical damage
thermomechanical damage of samples;MAT_STATE;thermomechanical damage of samples
traces of sulphates;MAT_STATE;traces de sulfates
transformation of iron oxides;MAT_STATE;transformation des oxydes de fer
transformation of lime into portlandite;MAT_STATE;transformation du chaux en portlandite
transformation of quartz;MAT_STATE;transformation du quartz
unburnt beams;MAT_STATE;poutres non brûlées
urban noise pollution;MAT_STATE;pollution sonore urbaine
urban pollution;MAT_STATE;pollution urbaine
variability;MAT_STATE;variabilité
vestiges;MAT_STATE;vestiges
Viscoelastic properties of wood;MAT_STATE;propriétés viscoélastiques du bois
Volumetric shrinkage;MAT_STATE;rétraction volumique
waney edges;MAT_STATE;bords écorcés
washing;MAT_STATE;lavage
water;MAT_STATE;eau
water damage;MAT_STATE;dégâts des eaux
weakened;MAT_STATE;affaibli
weathering condition;MAT_STATE;état de dégradation
wooden remains;MAT_STATE;restes boisés
wooden remains;MAT_STATE;restes boisés
zones of discontinuity;MAT_STATE;zones de discontinuité
19th century glass;MATERIAL;verre du XIXe siècle
Additive;MATERIAL;additif
aggregates;MATERIAL;granulats
alluvial silicic;MATERIAL;silice alluviale
Anisotropic;MATERIAL;anisotrope
anti-corrosion paint;MATERIAL;peinture anticorrosive
binder;MATERIAL;liant
bioclasts;MATERIAL;bioclastes
Bio-polymers;MATERIAL;biopolymères
Blast furnace iron;MATERIAL;fer de haut-fourneau
blocks of stones;MATERIAL;blocs de pierre
Bloomery iron;MATERIAL;fer de haut-fourneau à bloom
brick;MATERIAL;brique
building materials lead;MATERIAL;plomb (matériau de construction)
Calcareous sand;MATERIAL;sable calcaire
carbonate bearing rocks;MATERIAL;roches carbonatées
Cast iron;MATERIAL;fonte
cast lead;MATERIAL;plomb coulé
Cathedral stones;MATERIAL;pierres de cathédrale
Cellular material;MATERIAL;matériau cellulaire
charcoal;MATERIAL;charbon de bois
charcoals;MATERIAL;chars de bois
clay minerals;MATERIAL;minéraux argileux
Clear wood parts properties;MATERIAL;propriétés des parties claires du bois
Clear-wood;MATERIAL;bois clair
coloured adhesive tape;MATERIAL;ruban adhésif coloré
combustible products;MATERIAL;produits combustibles
composite material;MATERIAL;matériau composite
Concrete;MATERIAL;béton
Connected branches;MATERIAL;branches connectées
construction irons;MATERIAL;fers de construction
construction lead;MATERIAL;plomb de construction
construction leads;MATERIAL;directions de construction
construction materials;MATERIAL;matériaux de construction
copper;MATERIAL;cuivre
Copper alloys;MATERIAL;alliages de cuivre
copper foils;MATERIAL;feuilles de cuivre
cotton;MATERIAL;coton
cotton swabs;MATERIAL;cotons-tiges
crane;MATERIAL;grue
Crude trunks tree;MATERIAL;troncs d'arbre brut
crystals;MATERIAL;cristaux
different uses of lead in the cathedral;MATERIAL;différents usages du plomb dans la cathédrale
different uses of lead in the cathedral Notre-Dame;MATERIAL;différents usages du plomb dans la cathédrale Notre-Dame
dry sand;MATERIAL;sable sec
Dyes;MATERIAL;colorants
effect of lead-covered roof;MATERIAL;effet d'un toit recouvert de plomb
elements of the work in progress lead;MATERIAL;éléments du chantier en cours de plomb
embossed lead;MATERIAL;plomb estampé
fabric;MATERIAL;tissu
fabrics;MATERIAL;tissus
faced quarry block;MATERIAL;bloc de carrière façonné
Ferrous alloys;MATERIAL;alliages ferreux
Fibre;MATERIAL;fibres
Fir;MATERIAL;sapin
firewood;MATERIAL;bois de chauffage
firewood exploitation;MATERIAL;exploitation du bois de chauffage
flint fragments;MATERIAL;éclats de silex
Forged nails;MATERIAL;clous forgés
fragments of brick;MATERIAL;éclats de brique
galvanised steel;MATERIAL;acier galvanisé
geographical origin of iron armatures;MATERIAL;origine géographique des armatures en fer
geographical origins of NDP woods;MATERIAL;origines géographiques des bois NDT
glass;MATERIAL;verre
glass fragments;MATERIAL;éclats de verre
glass pieces;MATERIAL;morceaux de verre
hydrated lime;MATERIAL;chaux hydratée
ink;MATERIAL;encre
Iron;MATERIAL;fer
iron alloy frames;MATERIAL;cadres en alliages de fer
iron armatures;MATERIAL;armatures en fer
Iron ore;MATERIAL;minerais de fer
ironwork;MATERIAL;travaux en fer
lead;MATERIAL;plomb
lead and solder;MATERIAL;plomb et soudure
lead compounds;MATERIAL;composés de plomb
Lead materials used for construction and renovation phases;MATERIAL;matériaux en plomb utilisés pour les phases de construction et de rénovation
lead samples from Notre-Dame de Paris;MATERIAL;échantillons de plomb de Notre-Dame de Paris
lead sheets;MATERIAL;feuilles de plomb
lead supply;MATERIAL;approvisionnement en plomb
leaded gasoline;MATERIAL;essence plombée
lime;MATERIAL;chaux
lime mortar;MATERIAL;mortier de chaux
lime nodules;MATERIAL;nodules de chaux
limestone;MATERIAL;calcaire
limestone rocks;MATERIAL;roches calcaires
limestone;MATERIAL;calcaire
live oaks;MATERIAL;chênes verts
Lutetian limestone;MATERIAL;calcaire lutétien
magmatic rocks fragments;MATERIAL;fragments de roches magmatiques
making of wood within the living tree;MATERIAL;formation du bois au sein de l'arbre vivant
markers of available stock of lead;MATERIAL;indicateurs des stocks disponibles de plomb
Material science;MATERIAL;science des matériaux
material;MATERIAL;matériau
materials;MATERIAL;matériaux
materials and construction techniques;MATERIAL;matériaux et techniques de construction
materials science;MATERIAL;science des matériaux
medieval mortars;MATERIAL;mortiers médiévaux
medieval mortars stones;MATERIAL;pierres de mortiers médiévaux
metal;MATERIAL;métal
Metallic matrix;MATERIAL;matrice métallique
Metals;MATERIAL;métaux
micritic limestone;MATERIAL;calcaire micritique
Mild steels;MATERIAL;aciers doux
mixing old and new lead;MATERIAL;mélange de plomb ancien et nouveau
modern glass;MATERIAL;verre moderne
Modern steels;MATERIAL;aciers modernes
mortar;MATERIAL;mortier
mortar fragments;MATERIAL;fragments de mortier
mortar mixes;MATERIAL;mélanges de mortier
mortars;MATERIAL;mortiers
Multi-layered fibre-composite;MATERIAL;composant multicouche à fibres
nails;MATERIAL;clous
Nano-fibre;MATERIAL;nano-fibre
non-standard material;MATERIAL;matériau non standard
non-woven fabric;MATERIAL;tissu non tissé
non-woven fabric plaster;MATERIAL;enduit de tissu non tissé
Notre Dame oaks;MATERIAL;chênes de Notre-Dame
Notre Dame woods;MATERIAL;bois de Notre-Dame
oak;MATERIAL;chêne
Oak material;MATERIAL;matériau en chêne
oak timbers;MATERIAL;poutres en chêne
Oak trees in the Middle ages forest;MATERIAL;chênes dans la forêt médiévale
oak trunks;MATERIAL;troncs de chêne
oak wood;MATERIAL;bois de chêne
Old coppices;MATERIAL;anciennes taillis
ores;MATERIAL;minerais
ores sources;MATERIAL;sources de minerais
original source (ore);MATERIAL;source d'origine (minerai)
original wood;MATERIAL;bois d'origine
origins of lead;MATERIAL;origines du plomb
paper;MATERIAL;papier
Parisian honey;MATERIAL;miel parisien
plaster;MATERIAL;plâtre
plaster layer;MATERIAL;couche de plâtre
plastic;MATERIAL;plastique
plastic substrate;MATERIAL;substrat plastique
polymorph sifted alluvial sand;MATERIAL;sable alluvionnaire tamisé polymorphe
Portion of trunk;MATERIAL;portion de tronc
portions of wood;MATERIAL;parties de bois
putty;MATERIAL;mastic
quality and origin of iron;MATERIAL;qualité et origine du fer
quartz grains;MATERIAL;grains de quartz
raw wood material;MATERIAL;bois brut
restoration work materials;MATERIAL;matériaux de restauration
rock fragments;MATERIAL;fragments rocheux
role of iron;MATERIAL;rôle du fer
role of iron armatures in dating construction phases;MATERIAL;rôle des armatures en fer pour dater les phases de construction
role of lead in Notre-Dame de Paris;MATERIAL;rôle du plomb à Notre-Dame de Paris
role of tree trunks in architectural sustainability;MATERIAL;rôle des troncs d'arbres dans la durabilité architecturale
Round wood;MATERIAL;bois rond
Round-wood;MATERIAL;bois rond
Round-wood splitting;MATERIAL;fissuration du bois rond
rubber;MATERIAL;caoutchouc
sand;MATERIAL;sable
sapwood rings;MATERIAL;cercles de bois dur
Sawn wood;MATERIAL;bois scié
Selected oak trees;MATERIAL;chênes sélectionnés
silicated minerals feldspars;MATERIAL;minéraux silicatés feldspathiques
silicone;MATERIAL;silicone
Slender trees;MATERIAL;arbres fins
solder;MATERIAL;souderie
solvents;MATERIAL;solvants
sparitic cement;MATERIAL;ciment sparitique
specific materials lead tiles;MATERIAL;matériaux spécifiques tuiles en plomb
Spruce;MATERIAL;épicéa
stained glass;MATERIAL;vitrail
Standard dry wood;MATERIAL;bois sec standard
Steel;MATERIAL;acier
stock of glass;MATERIAL;stock de verre
stone;MATERIAL;pierre
stone blocks;MATERIAL;blocs de pierre
stones;MATERIAL;pierres
sulphated minerals pozzolan;MATERIAL;minéraux sulfatés de type puzolane
supply of new lead;MATERIAL;fourniture de plomb neuf
supply of wood;MATERIAL;fourniture de bois
support materials lead;MATERIAL;matériaux de support en plomb
thin leads;MATERIAL;lames minces de plomb
timber;MATERIAL;bois
timbers;MATERIAL;bois (au pluriel)
tin;MATERIAL;étain
tissue;MATERIAL;tissu
Tree rings;MATERIAL;cernes d'arbre
Tree trunks;MATERIAL;troncs d'arbre
Tyvek®;MATERIAL;Tyvek®
US oaks;MATERIAL;chênes américains
use of lead for roofing in prestigious monuments;MATERIAL;utilisation de plomb pour la toiture des monuments prestigieux
use of lead to create decorative elements;MATERIAL;utilisation de plomb pour créer des éléments décoratifs
Use of oak trees for material needs;MATERIAL;utilisation de chênes pour les besoins en matériaux
use of old lead in roof reconstruction;MATERIAL;utilisation de plomb ancien dans la reconstruction des toitures
uses of lead;MATERIAL;utilisations du plomb
water-soluble minerals;MATERIAL;minéraux solubles dans l'eau
Wood;MATERIAL;bois
Wood framing construction using green wood;MATERIAL;construction en ossature bois utilisant du bois vert
wood knots sapwood;MATERIAL;nœuds et bois de croissance
Wood material;MATERIAL;matériau bois
wood portions;MATERIAL;parties en bois
wood supplies;MATERIAL;fournitures en bois
wooden;MATERIAL;en bois
wooden oak;MATERIAL;chêne en bois
wooden resources;MATERIAL;ressources en bois
woods;MATERIAL;bois
Young trees;MATERIAL;jeunes arbres
2D image matching reprojection error;MEASURE_TYPE;erreur de réprojection d'images 2D
accuracy estimation;MEASURE_TYPE;estimation de la précision
accuracy of reported dimensions;MEASURE_TYPE;précision des dimensions rapportées
accuracy of Viollet-le-Duc's figures;MEASURE_TYPE;précision des chiffres de Viollet-le-Duc
accuracy verification;MEASURE_TYPE;vérification de la précision
acoustic measurements;MEASURE_TYPE;mesures acoustiques
adhesion between materials;MEASURE_TYPE;adhésion entre matériaux
ANSI/ASA S3.5-1997;MEASURE_TYPE;ANSI/ASA S3.5-1997
antropophony;MEASURE_TYPE;anthrophonie
assessment of fire safety;MEASURE_TYPE;évaluation de la sécurité incendie
audio recordings;MEASURE_TYPE;enregistrements audio
biophony;MEASURE_TYPE;biophonie
Building performance;MEASURE_TYPE;performance du bâtiment
bundle-adjustment refinement;MEASURE_TYPE;affinement par ajustement de bundle
calibration curve;MEASURE_TYPE;courbe de calibration
chemical procedure measurement;MEASURE_TYPE;mesure par procédé chimique
circle estimation;MEASURE_TYPE;estimation du cercle
composition;MEASURE_TYPE;composition
correlation degree;MEASURE_TYPE;degré de corrélation
curve of the arch;MEASURE_TYPE;courbe de l'arc
degree of confidence in simulations;MEASURE_TYPE;degré de confiance dans les simulations
degrees of freedom estimation;MEASURE_TYPE;estimation des degrés de liberté
dendrochronological measurement;MEASURE_TYPE;mesure dendrochronologique
density measurements;MEASURE_TYPE;mesures de densité
dimensions of each block;MEASURE_TYPE;dimensions de chaque bloc
distances;MEASURE_TYPE;distances
DTA curve;MEASURE_TYPE;courbe DTA
Efficiency index;MEASURE_TYPE;indice d'efficacité
elastic limit stress;MEASURE_TYPE;contrainte limite élastique
elements measured;MEASURE_TYPE;éléments mesurés
estimates;MEASURE_TYPE;estimations
estimating deformations;MEASURE_TYPE;estimation des déformations
estimation of 5th percentile value of MOR;MEASURE_TYPE;estimation de la valeur du 5e percentile du RMR
estimation of deformations;MEASURE_TYPE;estimation des déformations
estimation of net heat flux;MEASURE_TYPE;estimation du flux de chaleur net
estimation of temperature field in Cathedral stones;MEASURE_TYPE;estimation du champ de température dans les pierres de la cathédrale
estimation of thermal exposure;MEASURE_TYPE;estimation de l'exposition thermique
estimations of lead quantity on the spire;MEASURE_TYPE;estimations de la quantité de plomb sur le flèche
flat section;MEASURE_TYPE;section plane
flux emitted by and the rate of occurrence of supernovae;MEASURE_TYPE;flux émis par les supernovae et leur taux d'occurrence
geographical offsets;MEASURE_TYPE;décalages géographiques
geophony;MEASURE_TYPE;géophonie
growth ring;MEASURE_TYPE;anneau de croissance
heat exchange coefficients;MEASURE_TYPE;coefficients d'échange de chaleur
heat flux estimation;MEASURE_TYPE;estimation du flux de chaleur
height of vaults;MEASURE_TYPE;hauteur des voûtes
horizontal force;MEASURE_TYPE;force horizontale
identification of temperature levels;MEASURE_TYPE;identification des niveaux de température
in situ measurements;MEASURE_TYPE;mesures in situ
initial 14C content;MEASURE_TYPE;contenu initial en 14C
in-situ measurements;MEASURE_TYPE;in-situ measurements
in-situ ultrasonic measurements;MEASURE_TYPE;mesures ultrasonores in situ
isotopic data;MEASURE_TYPE;données isotopiques
isotopic measures;MEASURE_TYPE;mesures isotopiques
laser measurements;MEASURE_TYPE;mesures au laser
light;MEASURE_TYPE;lumière
local estimation errors;MEASURE_TYPE;erreurs d'estimation locales
Local grain angle;MEASURE_TYPE;angle de grains local
Local small curves;MEASURE_TYPE;petites courbes locales
logarithmic scale;MEASURE_TYPE;échelle logarithmique
manual measurements;MEASURE_TYPE;mesures manuelles
mean modulus of elasticity;MEASURE_TYPE;module d'élasticité moyen
measurement;MEASURE_TYPE;mesure
measurements;MEASURE_TYPE;mesures
measurements fashioning;MEASURE_TYPE;ajustement des mesures
mesoscopic scale;MEASURE_TYPE;échelle mésoscopique
metal content;MEASURE_TYPE;teneur en métaux
Moisture content;MEASURE_TYPE;teneur en humidité
multi-scale;MEASURE_TYPE;multi-échelle
number of choirboys during the 14th and 16th centuries;MEASURE_TYPE;nombre de choristes au XIVe et XVIe siècles
number of impacts;MEASURE_TYPE;nombre d'impacts
perimeters;MEASURE_TYPE;périmètres
photogrammetry measurements;MEASURE_TYPE;mesures photogrammétriques
photographs quality;MEASURE_TYPE;qualité des photographies
pitch angle;MEASURE_TYPE;angle de tangage
pore size diameter;MEASURE_TYPE;diamètre de la taille des pores
Quantity estimations;MEASURE_TYPE;estimations de quantités
range of trace element concentrations;MEASURE_TYPE;intervalle de concentrations en éléments traces
reconstructions measurement;MEASURE_TYPE;mesures de reconstitutions
rectangle;MEASURE_TYPE;rectangle
regional offsets;MEASURE_TYPE;décalages régionaux
residual 14C activity measurements;MEASURE_TYPE;mesures d'activité résiduelle 14C
restoration costs;MEASURE_TYPE;coûts de restauration
rotation estimation;MEASURE_TYPE;estimation de rotation
RSD (Relative Standard Deviation);MEASURE_TYPE;ER (Écart Relatif)
Section area;MEASURE_TYPE;surface de section
size and spacing of teeth;MEASURE_TYPE;taille et espacement des dents
size of lead samples;MEASURE_TYPE;taille des échantillons de plomb
size of point clouds;MEASURE_TYPE;taille des nuages de points
square;MEASURE_TYPE;carré
technical dimension;MEASURE_TYPE;dimension technique
temperature effects;MEASURE_TYPE;effets de température
temperature evolution;MEASURE_TYPE;évolution de la température
temperature interval;MEASURE_TYPE;intervalle de température
tensile strength;MEASURE_TYPE;résistance à l' traction
TGA curve;MEASURE_TYPE;courbe TGA
thermal gradients;MEASURE_TYPE;gradients thermiques
thermal properties measurement;MEASURE_TYPE;mesure des propriétés thermiques
thickness of the joints;MEASURE_TYPE;épaisseur des joints
thickness of the mortar layers;MEASURE_TYPE;épaisseur des couches de mortier
thickness of the voussoirs;MEASURE_TYPE;épaisseur des voussures
thickness of wedges;MEASURE_TYPE;épaisseur des coins
thickness variation;MEASURE_TYPE;variation d'épaisseur
thicknesses of the;MEASURE_TYPE;épaisseurs des
Transverse tensile;MEASURE_TYPE;traction transversale
tree-ring widths;MEASURE_TYPE;largeurs des cernes d'arbre
U/Th dating;MEASURE_TYPE;datation U/Th
variation of horizontal force;MEASURE_TYPE;variation de la force horizontale
variations in 14C production;MEASURE_TYPE;variations de la production de 14C
volume of data;MEASURE_TYPE;volume de données
volume of wood used;MEASURE_TYPE;volume de bois utilisé
weight of the framework;MEASURE_TYPE;poids de la charpente
weight of unmelted lead pieces;MEASURE_TYPE;poids des morceaux de plomb non fondu
weight reduction over time;MEASURE_TYPE;réduction du poids au fil du temps
wood radial;MEASURE_TYPE;bois radial
12 pieces;MEASURE_VALUE;12 morceaux
1m away from the source;MEASURE_VALUE;1 mètre de la source
1m distance;MEASURE_VALUE;distance de 1 mètre
20mm diameter core barrel;MEASURE_VALUE;tuyau de carottage de 20 mm de diamètre
61 charred pieces;MEASURE_VALUE;61 morceaux carbonisés
age-related variations in the number of sapwood rings;MEASURE_VALUE;variations liées à l'âge dans le nombre d'anneaux de bois de croissance
approximation of temperature profile;MEASURE_VALUE;approximation du profil thermique
attendance of Notre-Dame cathedral;MEASURE_VALUE;fréquentation de la cathédrale Notre-Dame
dendrodata;MEASURE_VALUE;données dendrochronologiques
dimensions of lead sheets;MEASURE_VALUE;dimensions des plaques de plomb
elemental concentrations;MEASURE_VALUE;concentrations élémentaires
higher pitched notes;MEASURE_VALUE;notes aiguës
hundreds of thousands of images;MEASURE_VALUE;centaines de milliers d'images
lead isotopic ratios;MEASURE_VALUE;rapports isotopiques du plomb
lower pitched notes;MEASURE_VALUE;notes graves
Maximum allowable beam deflexions;MEASURE_VALUE;déflexions maximales autorisées des poutres
maximum temperature gradient;MEASURE_VALUE;gradient de température maximal
percentage of the roof and spire that melted;MEASURE_VALUE;pourcentage du toit et de la flèche qui a fondu
PIXE spectra;MEASURE_VALUE;spectres PIXE
quantification of temperature effect on colorimetric properties;MEASURE_VALUE;quantification de l'effet de la température sur les propriétés colorimétriques
quantities of metals;MEASURE_VALUE;quantités de métaux
quantity of lead used for the roof;MEASURE_VALUE;quantité de plomb utilisée pour le toit
RBS spectra;MEASURE_VALUE;spectres RBS
regional 14C signal;MEASURE_VALUE;signal 14C régional
reliable isotopic mean values;MEASURE_VALUE;moyennes isotopiques fiables
residual 14C content;MEASURE_VALUE;contenu résiduel en 14C
short-term variations;MEASURE_VALUE;variations à court terme
total mass of lead used for the spire;MEASURE_VALUE;masse totale de plomb utilisée pour la flèche
total weight of lead used on the roof and the spire;MEASURE_VALUE;poids total de plomb utilisé sur le toit et la flèche
tree-ring data;MEASURE_VALUE;données dendrochronologiques
t-value;MEASURE_VALUE;valeur t
volume of mercury injected;MEASURE_VALUE;volume de mercure injecté
abbey church;MONUMENT;église abbatiale
Amiens;MONUMENT;Amiens
ancient church of Sainte-Geneviève in Saint-Denis;MONUMENT;ancienne église Sainte-Geneviève à Saint-Denis
ancient theaters;MONUMENT;théâtres anciens
Azay-le Rideau castle;MONUMENT;château d'Azay-le-Rideau
Beauvais;MONUMENT;Beauvais
Beauvais cathedral;MONUMENT;cathédrale de Beauvais
bridges;MONUMENT;ponts
building;MONUMENT;édifice
buildings;MONUMENT;bâtiments
castle;MONUMENT;château
Cathedral;MONUMENT;cathédrale
cathedral building;MONUMENT;édifice cathédral
cathedral of Reims;MONUMENT;cathédrale de Reims
Cathedrals;MONUMENT;Cathédrales
Chapel of the Virgin abbey church;MONUMENT;chapelle de la Vierge de l'abbatiale
Chartres;MONUMENT;Chartres
Chartres and Bourges cathedrals;MONUMENT;cathédrales de Chartres et de Bourges
Chartres Cathedral;MONUMENT;cathédrale de Chartres
church of Saint-Nicolas in Tournai;MONUMENT;église Saint-Nicolas à Tournai
church of Saint-Roch;MONUMENT;église Saint-Roch
church of the Madeleine;MONUMENT;église de la Madeleine
churches;MONUMENT;églises
collegiate church;MONUMENT;collégiale
collegiate church of Mont-Notre-Dame;MONUMENT;collégiale de Mont-Notre-Dame
compartmented buildings;MONUMENT;édifices compartimentés
concert halls;MONUMENT;salles de concert
Coventry cathedral;MONUMENT;cathédrale de Coventry
cultural monument;MONUMENT;monument culturel
Eiffel Tower;MONUMENT;Tour Eiffel
French cathedrals;MONUMENT;cathédrales françaises
Gothic edifices;MONUMENT;édifices gothiques
Grand and Petit Palais;MONUMENT;Grand et Petit Palais
Guadalupe chapel Notre-Dame;MONUMENT;chapelle Notre-Dame de Guadalupe
heritage edifices;MONUMENT;édifices patrimoniaux
heritage sites;MONUMENT;sites patrimoniaux
historic building;MONUMENT;bâtiment historique
historic buildings;MONUMENT;bâtiments historiques
Historic Monument;MONUMENT;Monument Historique
historic monuments;MONUMENT;monuments historiques
Hôtel and esplanade of the Invalides;MONUMENT;Hôtel et esplanade des Invalides
Ile de la Cité;MONUMENT;Île de la Cité
landmark buildings;MONUMENT;bâtiments emblématiques
Louvre Palace;MONUMENT;Palais du Louvre
mediaeval cathedral;MONUMENT;cathédrale médiévale
medieval cathedrals;MONUMENT;cathédrales médiévales
medieval monuments;MONUMENT;monuments médiévaux
Metz cathedrals;MONUMENT;cathédrales de Metz
monument;MONUMENT;monument
Monuments;MONUMENT;Monuments
museums sites;MONUMENT;sites muséaux
Nantes;MONUMENT;Nantes
NDP;MONUMENT;NDR
NDP Cathedral;MONUMENT;Cathédrale NDR
new cathedral Trémel Church;MONUMENT;nouvelle cathédrale de l'église Trémel
new cathedral;MONUMENT;nouvelle cathédrale
Notre Dame;MONUMENT;Notre-Dame
Notre Dame Cathedral;MONUMENT;Cathédrale Notre-Dame
Notre Dame de Paris;MONUMENT;Notre-Dame de Paris
Notre-Dame;MONUMENT;Notre-Dame
Notre-Dame Cathedral;MONUMENT;Cathédrale Notre-Dame
Notre-Dame de la Merci;MONUMENT;Notre-Dame de la Miséricorde
Notre-Dame de Paris;MONUMENT;Notre-Dame de Paris
Notre-Dame de Paris cathedral;MONUMENT;Cathédrale Notre-Dame de Paris
Palais de Chaillot;MONUMENT;Palais de Chaillot
Palais du Louvre;MONUMENT;Palais du Louvre
Paris rives de Seine;MONUMENT;Paris rives de Seine
peace monument;MONUMENT;monument à la paix
pioneering buildings RAMAN technique;MONUMENT;pioneering buildings RAMAN technique
Prestigious monuments;MONUMENT;Monuments prestigieux
Reims;MONUMENT;Reims
restored building;MONUMENT;bâtiment restauré
